anno_index,coord_x,coord_y,coord_z,diameter,malscore
94,0.6083,0.2861,0.5241,0.0167,0
95,0.5472,0.3944,0.6807,0.0167,0
96,0.7917,0.5333,0.5361,0.0167,0
97,0.6417,0.6694,0.3133,0.0167,0
98,0.1861,0.6167,0.3584,0.0167,0
99,0.5417,0.4056,0.6988,0.0167,0
100,0.7444,0.375,0.6717,0.0167,0
101,0.1806,0.425,0.4669,0.0167,0
102,0.2833,0.2861,0.5813,0.0167,0
103,0.1778,0.4667,0.6627,0.0167,0
104,0.625,0.6861,0.2681,0.0167,0
105,0.3694,0.2694,0.1536,0.0167,0
106,0.4389,0.2972,0.6687,0.0167,0
107,0.425,0.5639,0.3072,0.0167,0
108,0.2722,0.2972,0.6235,0.0167,0
109,0.5778,0.2778,0.1627,0.0167,0
110,0.4194,0.6306,0.2349,0.0167,0
111,0.3472,0.7167,0.3765,0.0167,0
112,0.7944,0.6139,0.3434,0.0167,0
113,0.7833,0.425,0.6145,0.0167,0
114,0.7722,0.6667,0.3012,0.0167,0
115,0.4,0.5528,0.3464,0.0167,0
116,0.1694,0.4306,0.3494,0.0167,0
117,0.6611,0.3111,0.506,0.0167,0
118,0.1611,0.5417,0.3223,0.0167,0
119,0.2222,0.6722,0.4488,0.0167,0
120,0.375,0.45,0.8735,0.0167,0
121,0.575,0.3417,0.6114,0.0167,0
122,0.3889,0.7167,0.4699,0.0167,0
123,0.775,0.5333,0.5843,0.0167,0
124,0.4639,0.5889,0.3524,0.0167,0
125,0.2389,0.6833,0.5723,0.0167,0
126,0.1806,0.425,0.6355,0.0167,0
127,0.6583,0.6833,0.2952,0.0167,0
128,0.4111,0.3306,0.7831,0.0167,0
129,0.4222,0.6583,0.2169,0.0167,0
130,0.2111,0.6278,0.5693,0.0167,0
131,0.2583,0.6944,0.2922,0.0167,0
132,0.425,0.2889,0.6536,0.0167,0
133,0.7472,0.6444,0.3404,0.0167,0
134,0.7833,0.6417,0.3253,0.0167,0
135,0.6583,0.3083,0.6807,0.0167,0
136,0.6667,0.3972,0.5633,0.0167,0
137,0.2028,0.5361,0.3494,0.0167,0
138,0.425,0.3833,0.4608,0.0167,0
139,0.3194,0.725,0.4307,0.0167,0
140,0.4556,0.5361,0.756,0.0167,0
141,0.5889,0.2361,0.1446,0.0167,0
142,0.4194,0.6611,0.3434,0.0167,0
143,0.4083,0.275,0.5482,0.0167,0
144,0.3,0.3,0.6777,0.0167,0
145,0.4083,0.6389,0.238,0.0167,0
146,0.2194,0.3556,0.4187,0.0167,0
147,0.4333,0.3389,0.5572,0.0167,0
148,0.1833,0.3972,0.4548,0.0167,0
149,0.4778,0.5278,0.3072,0.0167,0
150,0.2528,0.6972,0.4157,0.0167,0
151,0.225,0.6639,0.253,0.0167,0
152,0.5556,0.6694,0.3765,0.0167,0
153,0.4056,0.2806,0.5934,0.0167,0
154,0.6028,0.7222,0.3343,0.0167,0
155,0.1806,0.4472,0.5813,0.0167,0
156,0.225,0.3167,0.4006,0.0167,0
157,0.5444,0.6778,0.4367,0.0167,0
158,0.4361,0.6389,0.5361,0.0167,0
159,0.4389,0.6056,0.2319,0.0167,0
160,0.5583,0.6583,0.3404,0.0167,0
161,0.3778,0.7167,0.4247,0.0167,0
162,0.225,0.65,0.6175,0.0167,0
163,0.7,0.2917,0.497,0.0167,0
164,0.5583,0.3167,0.5783,0.0167,0
165,0.725,0.6639,0.3283,0.0167,0
166,0.4806,0.5556,0.8313,0.0167,0
167,0.6028,0.2944,0.6265,0.0167,0
168,0.6944,0.4806,0.5241,0.0167,0
169,0.2028,0.3528,0.5392,0.0167,0
170,0.4306,0.6278,0.3916,0.0167,0
171,0.2028,0.3472,0.4428,0.0167,0
172,0.275,0.2944,0.6024,0.0167,0
173,0.35,0.2806,0.6687,0.0167,0
174,0.2556,0.6333,0.2349,0.0167,0
175,0.4417,0.5417,0.6024,0.0167,0
176,0.7861,0.3583,0.491,0.0167,0
177,0.3861,0.7306,0.6114,0.0167,0
178,0.1917,0.5306,0.6235,0.0167,0
179,0.525,0.5,0.8765,0.0167,0
180,0.6111,0.5639,0.4699,0.0167,0
181,0.4194,0.2694,0.4518,0.0167,0
182,0.6167,0.7333,0.3825,0.0167,0
183,0.3972,0.7028,0.4699,0.0167,0
184,0.4083,0.5528,0.5271,0.0167,0
185,0.7861,0.6667,0.2982,0.0167,0
186,0.7889,0.6306,0.4548,0.0167,0
187,0.3028,0.2556,0.4367,0.0167,0
188,0.2444,0.6583,0.1777,0.0167,0
189,0.5806,0.3028,0.5392,0.0167,0
190,0.2083,0.6528,0.4518,0.0167,0
191,0.2167,0.3389,0.4578,0.0167,0
192,0.7944,0.5639,0.4819,0.0167,0
193,0.4306,0.6472,0.5392,0.0167,0
194,0.5611,0.5778,0.3343,0.0167,0
195,0.4278,0.3722,0.738,0.0167,0
196,0.3611,0.6694,0.1958,0.0167,0
197,0.3556,0.7222,0.4127,0.0167,0
198,0.3944,0.3917,0.6145,0.0167,0
199,0.4083,0.5333,0.5572,0.0167,0
